countrynewwb,codewb,year,pop_adult,regionwb24_hi,incomegroupwb24,group,group2,account_t_d,fiaccount_t_d,mobileaccount_t_d,borrow_any_t_d,fin4_d,fin11_2a,fin11a,fin11b,fin11c,fin11f,fin11d,fin11e,fin14a,fin14b,fin14c,fin14d,fin13_1a,fin13_1b,fin26a,fin26b,fin27a,fin27b,fin17f,fin17a_17a1_d,fin17a,fin17b,fin17c
Montenegro,MNE,2014,504976,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.46396088,0.46396088,NA,0.528847505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myanmar,MMR,2014,36618649,East Asia & Pacific (excluding high income),Lower middle income,income,richest 60%,0.250684183,0.247955576,NA,0.388227398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162941638,0.162941638,NA,NA
Myanmar,MMR,2014,36618649,East Asia & Pacific (excluding high income),Lower middle income,income,poorest 40%,0.193538987,0.193538987,NA,0.487707206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.075272721,0.075272721,NA,NA
Namibia,NAM,2014,1427950,Sub-Saharan Africa (excluding high income),Upper middle income,income,richest 60%,0.708661368,0.695841139,0.150925494,0.52665888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346780792,0.346780792,NA,NA
Namibia,NAM,2014,1427950,Sub-Saharan Africa (excluding high income),Upper middle income,income,poorest 40%,0.407007754,0.407007754,0.032255649,0.422967255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146446374,0.146446374,NA,NA
Nepal,NPL,2014,18161615,South Asia (excluding high income),Lower middle income,income,richest 60%,0.40205276,0.40205276,NA,0.549204525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220706142,0.220706142,NA,0.155640922
Nepal,NPL,2014,18161615,South Asia (excluding high income),Lower middle income,income,poorest 40%,0.241349128,0.241349128,NA,0.651595538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079068538,0.079068538,NA,0.127316275
Netherlands,NLD,2014,13933854,High income,High income,income,richest 60%,0.99524162,0.99524162,NA,0.523409778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.648231212,0.648231212,NA,NA
Netherlands,NLD,2014,13933854,High income,High income,income,poorest 40%,0.989560854,0.989560854,NA,0.388119049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.501729807,0.501729807,NA,NA
New Zealand,NZL,2014,3534713,High income,High income,income,richest 60%,0.996351216,0.996351216,NA,0.847851529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755056397,0.755056397,NA,NA
New Zealand,NZL,2014,3534713,High income,High income,income,poorest 40%,0.993618735,0.993618735,NA,0.756618339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63203772,0.63203772,NA,NA
Nicaragua,NIC,2014,4012287,Latin America & Caribbean (excluding high income),Lower middle income,income,richest 60%,0.264904129,0.256204349,NA,0.503336581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,NIC,2014,4012287,Latin America & Caribbean (excluding high income),Lower middle income,income,poorest 40%,0.088384834,0.086851516,NA,0.321985032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,NER,2014,9371030,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,NA,NA,NA,0.751943886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.315140131
Niger,NER,2014,9371030,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,NA,NA,NA,0.644316205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.225546148
Nigeria,NGA,2014,100567840,Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.537069303,0.536368175,NA,0.460774397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.331681271,0.331681271,NA,0.179220365
Nigeria,NGA,2014,100567840,Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.305065329,0.299389257,NA,0.451709135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178986921,0.178986921,NA,0.306854811
North Macedonia,MKD,2014,1565432,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.797326037,0.797326037,NA,0.488140606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175140261,0.175140261,NA,NA
North Macedonia,MKD,2014,1565432,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.598386047,0.598386047,NA,0.422482303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.080573743,0.080573743,NA,NA
Norway,NOR,2014,4150602,High income,High income,income,richest 60%,1,1,NA,0.760069612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.806490323,0.806490323,NA,NA
Norway,NOR,2014,4150602,High income,High income,income,poorest 40%,1,1,NA,0.704866564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.753139405,0.753139405,NA,NA
Pakistan,PAK,2014,128875593,South Asia (excluding high income),Lower middle income,income,richest 60%,0.152102948,NA,NA,0.503348194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.129652047
Pakistan,PAK,2014,128875593,South Asia (excluding high income),Lower middle income,income,poorest 40%,0.097547671,NA,NA,0.488791752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090379873
Panama,PAN,2014,2737867,High income,High income,income,richest 60%,0.515121291,0.513263748,NA,0.525880249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.248537724,0.248537724,NA,0.200740516
Panama,PAN,2014,2737867,High income,High income,income,poorest 40%,0.318581031,0.314899995,NA,0.473415519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135922817,0.135922817,NA,0.177510772
Peru,PER,2014,21413567,Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.377760808,0.377760808,NA,0.364684966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171118491,0.171118491,NA,NA
Peru,PER,2014,21413567,Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.1572273,0.1572273,NA,0.258827818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049579714,0.049579714,NA,NA
Philippines,PHL,2014,66911959,East Asia & Pacific (excluding high income),Lower middle income,income,richest 60%,0.400997997,0.36720173,NA,0.709847955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.213920603,0.213920603,NA,NA
Philippines,PHL,2014,66911959,East Asia & Pacific (excluding high income),Lower middle income,income,poorest 40%,0.180376718,0.150573318,NA,0.688845826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04855485,0.04855485,NA,NA
Poland,POL,2014,32293711,High income,High income,income,richest 60%,0.822210524,0.822210524,NA,0.410062139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.274633192,0.274633192,NA,NA
Poland,POL,2014,32293711,High income,High income,income,poorest 40%,0.713221345,0.713221345,NA,0.414095949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108202438,0.108202438,NA,NA
Portugal,PRT,2014,8911922,High income,High income,income,richest 60%,0.92740175,0.92740175,NA,0.466021418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.307308977,0.307308977,NA,NA
Portugal,PRT,2014,8911922,High income,High income,income,poorest 40%,0.801757923,0.801757923,NA,0.393275047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17047347,0.17047347,NA,NA
Puerto Rico,PRI,2014,2955855,High income,High income,income,richest 60%,0.788272113,0.788272113,NA,0.457111897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.302057702,0.302057702,NA,NA
Puerto Rico,PRI,2014,2955855,High income,High income,income,poorest 40%,0.560395589,0.560395589,NA,0.267418763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13387471,0.13387471,NA,NA
Romania,ROU,2014,16846776,High income,High income,income,richest 60%,0.714628721,0.714628721,NA,0.471712789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177617939,0.177617939,NA,NA
Romania,ROU,2014,16846776,High income,High income,income,poorest 40%,0.448465178,0.447397614,NA,0.508316634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065119386,0.065119386,NA,NA
Russian Federation,RUS,2014,120673872,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.701715628,0.701715628,NA,0.373493652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184940032,0.184940032,NA,NA
Russian Federation,RUS,2014,120673872,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.631933703,0.631933703,NA,0.36484689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108947476,0.108947476,NA,NA
Rwanda,RWA,2014,6472142,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.587775915,0.546560054,0.256414809,0.532445247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392820757,0.392820757,NA,0.281838749
Rwanda,RWA,2014,6472142,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.170873462,0.133400084,0.067645374,0.486833372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048811577,0.048811577,NA,0.178523863
Saudi Arabia,SAU,2014,20496432,High income,High income,income,richest 60%,0.728726269,0.728726269,NA,0.546987599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208654996,0.208654996,NA,NA
Saudi Arabia,SAU,2014,20496432,High income,High income,income,poorest 40%,0.648242608,0.648242608,NA,0.588834673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08481005,0.08481005,NA,NA
Senegal,SEN,2014,7858967,Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.227210334,0.185671952,NA,0.589908609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.298937067
Senegal,SEN,2014,7858967,Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.043919994,0.018736965,NA,0.532939178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267666822
Serbia,SRB,2014,6141282,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.834765597,0.834765597,NA,0.410976322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serbia,SRB,2014,6141282,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.825158402,0.825158402,NA,0.398858139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singapore,SGP,2014,4691514,High income,High income,income,richest 60%,0.964045369,0.964045369,NA,0.471658793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.483782826,0.483782826,NA,NA
Singapore,SGP,2014,4691514,High income,High income,income,poorest 40%,0.962746371,0.962746371,NA,0.340283108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429470594,0.429470594,NA,NA
Slovak Republic,SVK,2014,4582684,High income,High income,income,richest 60%,0.821395226,0.821395226,NA,0.344472367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505440604,0.505440604,NA,NA
Slovak Republic,SVK,2014,4582684,High income,High income,income,poorest 40%,0.698665688,0.698665688,NA,0.485143452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340537373,0.340537373,NA,NA
Slovenia,SVN,2014,1759867,High income,High income,income,richest 60%,0.98382405,0.98382405,NA,0.569227997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398296628,0.398296628,NA,NA
Slovenia,SVN,2014,1759867,High income,High income,income,poorest 40%,0.957399098,0.957399098,NA,0.477879085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.228243614,0.228243614,NA,NA
Somalia,SOM,2014,6719620,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.461791823,NA,0.439887931,0.592753303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172122551
Somalia,SOM,2014,6719620,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.273565618,NA,0.266581295,0.535221266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118028482
South Africa,ZAF,2014,38992463,Sub-Saharan Africa (excluding high income),Upper middle income,income,richest 60%,0.796051526,0.779281018,0.181340114,0.86386036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.406374465,0.406374465,NA,0.341289138
South Africa,ZAF,2014,38992463,Sub-Saharan Africa (excluding high income),Upper middle income,income,poorest 40%,0.563528868,0.549933606,0.088562569,0.857442704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208312391,0.208312391,NA,0.252134054
Spain,ESP,2014,39593406,High income,High income,income,richest 60%,0.981961152,0.981961152,NA,0.683514053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571069016,0.571069016,NA,NA
Spain,ESP,2014,39593406,High income,High income,income,poorest 40%,0.966352023,0.966352023,NA,0.696806191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345805545,0.345805545,NA,NA
Sri Lanka,LKA,2014,15433197,South Asia (excluding high income),Lower middle income,income,richest 60%,0.853465588,0.853465588,NA,0.295950221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357938407,0.357938407,NA,0.109781392
Sri Lanka,LKA,2014,15433197,South Asia (excluding high income),Lower middle income,income,poorest 40%,0.78699179,0.78699179,NA,0.323814353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.234375556,0.234375556,NA,0.095741403
Sudan,SDN,2014,21021157,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.204235074,0.204235074,NA,0.416282023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.243871026
Sudan,SDN,2014,21021157,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.075274332,0.075274332,NA,0.513218521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182297415
Sweden,SWE,2014,7971436,High income,High income,income,richest 60%,1,1,NA,0.642715333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.813308613,0.813308613,NA,NA
Sweden,SWE,2014,7971436,High income,High income,income,poorest 40%,0.993418643,0.993418643,NA,0.623296869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.667924488,0.667924488,NA,NA
Switzerland,CHE,2014,6883205,High income,High income,income,richest 60%,0.973684692,0.973684692,NA,0.647780295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619259295,0.619259295,NA,NA
Switzerland,CHE,2014,6883205,High income,High income,income,poorest 40%,0.988673307,0.988673307,NA,0.575565179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.459611259,0.459611259,NA,NA
"Taiwan, China",TWN,2014,19968635,High income,High income,income,richest 60%,0.939526,0.939526,NA,0.665836679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.439558008,0.439558008,NA,NA
"Taiwan, China",TWN,2014,19968635,High income,High income,income,poorest 40%,0.881269605,0.881269605,NA,0.551913044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3340294,0.3340294,NA,NA
Tajikistan,TJK,2014,5217089,Europe & Central Asia (excluding high income),Lower middle income,income,richest 60%,0.15233063,0.15233063,NA,0.222959697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tajikistan,TJK,2014,5217089,Europe & Central Asia (excluding high income),Lower middle income,income,poorest 40%,0.057923166,0.057923166,NA,0.292381109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,TZA,2014,26884351,Sub-Saharan Africa (excluding high income),Lower middle income,income,richest 60%,0.497811193,0.248304611,0.418837034,0.547386771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121918891
Tanzania,TZA,2014,26884351,Sub-Saharan Africa (excluding high income),Lower middle income,income,poorest 40%,0.247676973,0.103519937,0.180623202,0.572434844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144430377
Thailand,THA,2014,56707280,East Asia & Pacific (excluding high income),Upper middle income,income,richest 60%,0.82640007,0.82640007,NA,0.526133808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.465523886,0.465523886,NA,NA
Thailand,THA,2014,56707280,East Asia & Pacific (excluding high income),Upper middle income,income,poorest 40%,0.713588554,0.713588554,NA,0.5121621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.316344251,0.316344251,NA,NA
Togo,TGO,2014,4254423,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.249725006,0.242609085,NA,0.311087596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.236619261
Togo,TGO,2014,4254423,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.081414588,0.076178146,NA,0.248718987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112293964
Tunisia,TUN,2014,8426960,Middle East & North Africa (excluding high income),Lower middle income,income,richest 60%,0.358140607,0.355327158,NA,0.394015561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.150515959,0.150515959,NA,NA
Tunisia,TUN,2014,8426960,Middle East & North Africa (excluding high income),Lower middle income,income,poorest 40%,0.148081052,0.148081052,NA,0.33935501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031785997,0.031785997,NA,NA
Turkiye,TUR,2014,57336171,Europe & Central Asia (excluding high income),Upper middle income,income,richest 60%,0.594241501,0.592550144,NA,0.586828349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118820032
Turkiye,TUR,2014,57336171,Europe & Central Asia (excluding high income),Upper middle income,income,poorest 40%,0.511322857,0.509758789,NA,0.658728061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111146802
Uganda,UGA,2014,18082753,Sub-Saharan Africa (excluding high income),Low income,income,richest 60%,0.548465424,0.360438585,0.442538455,0.801607461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222043004,0.222043004,NA,0.386542922
Uganda,UGA,2014,18082753,Sub-Saharan Africa (excluding high income),Low income,income,poorest 40%,0.288055039,0.153589602,0.213327094,0.771783639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086172486,0.086172486,NA,0.338845308
Ukraine,UKR,2014,39385204,Europe & Central Asia (excluding high income),Lower middle income,income,richest 60%,0.586810576,0.586810576,NA,0.406231836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ukraine,UKR,2014,39385204,Europe & Central Asia (excluding high income),Lower middle income,income,poorest 40%,0.437391437,0.437391437,NA,0.428180988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United Arab Emirates,ARE,2014,6398423,High income,High income,income,richest 60%,0.880168624,0.874472301,0.146510124,0.661920085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.382504615,0.382504615,NA,NA
United Arab Emirates,ARE,2014,6398423,High income,High income,income,poorest 40%,0.776929587,0.771973014,0.070171005,0.605000029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23432619,0.23432619,NA,NA
United Kingdom,GBR,2014,52712003,High income,High income,income,richest 60%,0.994897449,0.994897449,NA,0.760502559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625844543,0.625844543,NA,NA
United Kingdom,GBR,2014,52712003,High income,High income,income,poorest 40%,0.980837342,0.980837342,NA,0.614784227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.366988543,0.366988543,NA,NA
United States,USA,2014,254715188,High income,High income,income,richest 60%,0.973667296,0.973667296,NA,0.796129043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.649184022,0.649184022,NA,NA
United States,USA,2014,254715188,High income,High income,income,poorest 40%,0.876911488,0.876911488,NA,0.738889828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.372836379,0.372836379,NA,NA
Uruguay,URY,2014,2625287,High income,High income,income,richest 60%,0.538219725,0.534383587,NA,0.625769463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175224802,0.175224802,NA,NA
Uruguay,URY,2014,2625287,High income,High income,income,poorest 40%,0.332113071,0.332113071,NA,0.450174689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048558441,0.048558441,NA,NA
Uzbekistan,UZB,2014,21374576,Europe & Central Asia (excluding high income),Lower middle income,income,richest 60%,0.445894904,0.445894904,NA,0.156743742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172450841
Uzbekistan,UZB,2014,21374576,Europe & Central Asia (excluding high income),Lower middle income,income,poorest 40%,0.348606071,0.348606071,NA,0.198970738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101808343
"Venezuela, RB",VEN,2014,21274157,Latin America & Caribbean (excluding high income),Upper middle income,income,richest 60%,0.629952597,0.627141442,NA,0.437243615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275482471,0.275482471,NA,0.104771425
"Venezuela, RB",VEN,2014,21274157,Latin America & Caribbean (excluding high income),Upper middle income,income,poorest 40%,0.480314479,0.480314479,NA,0.287757291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15617448,0.15617448,NA,0.105678615
Viet Nam,VNM,2014,68893679,East Asia & Pacific (excluding high income),Lower middle income,income,richest 60%,0.390560127,0.390560127,NA,0.447272663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185538824,0.185538824,NA,0.122047437
Viet Nam,VNM,2014,68893679,East Asia & Pacific (excluding high income),Lower middle income,income,poorest 40%,0.187117039,0.184943519,NA,0.515605819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086438929,0.086438929,NA,0.105843026
West Bank and Gaza,PSE,2014,2416583,Middle East & North Africa (excluding high income),Lower middle income,income,richest 60%,0.299720683,0.299720683,NA,0.362479825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
